date,portid,portname,portcalls,portcalls_container,import,export,import_dry_bulk,import_container,import_general_cargo,import_tanker,import_roro,export_dry_bulk,export_container,export_general_cargo,export_tanker,export_roro
2021-01-23,port120,Barranquilla,2,0,28005,0,28005,0,0,0,0,0,0,0,0,0
2021-01-24,port120,Barranquilla,7,2,9604,26138,0,976,1703,6925,0,22797,1628,1711,0,0
2021-01-25,port120,Barranquilla,4,0,3155,4099,0,0,3155,0,0,0,0,4099,0,0
2021-01-26,port120,Barranquilla,3,1,53850,0,52271,1579,0,0,0,0,0,0,0,0
2021-01-27,port120,Barranquilla,4,2,5014,3580,3269,1744,0,0,0,0,646,2934,0,0
2021-01-28,port120,Barranquilla,1,0,0,6358,0,0,0,0,0,0,0,0,6358,0
2021-01-29,port120,Barranquilla,2,2,0,5936,0,0,0,0,0,0,5936,0,0,0
2021-01-30,port120,Barranquilla,3,2,27603,3560,27083,520,0,0,0,0,3560,0,0,0
2021-01-31,port120,Barranquilla,3,1,3571,21641,2595,976,0,0,0,20995,646,0,0,0
2021-02-01,port120,Barranquilla,4,1,19368,1711,16716,949,1703,0,0,0,0,1711,0,0
2021-02-02,port120,Barranquilla,1,1,976,646,0,976,0,0,0,0,646,0,0,0
2021-02-03,port120,Barranquilla,1,1,0,248,0,0,0,0,0,0,248,0,0,0
2021-02-04,port120,Barranquilla,4,1,23503,7799,11934,976,10592,0,0,5441,646,1711,0,0
2021-02-05,port120,Barranquilla,3,1,4672,0,0,2581,199,1891,0,0,0,0,0,0
2021-02-06,port120,Barranquilla,3,2,248,1523,0,248,0,0,0,0,1523,0,0,0
2021-02-07,port120,Barranquilla,3,1,0,4065,0,0,0,0,0,2591,1474,0,0,0
2021-02-08,port120,Barranquilla,3,1,8566,6133,0,2156,0,6409,0,0,0,6133,0,0
2021-02-09,port120,Barranquilla,3,1,23776,4083,21954,1822,0,0,0,0,0,0,4083,0
2021-02-10,port120,Barranquilla,4,1,16069,11573,15092,976,0,0,0,0,646,10927,0,0
2021-02-11,port120,Barranquilla,3,1,6780,0,0,2434,4346,0,0,0,0,0,0,0
2021-02-12,port120,Barranquilla,5,2,5313,5098,0,3609,1703,0,0,0,0,5098,0,0
2021-02-13,port120,Barranquilla,3,1,0,4329,0,0,0,0,0,0,4329,0,0,0
2021-02-14,port120,Barranquilla,3,1,15242,646,0,976,4721,9544,0,0,646,0,0,0
2021-02-15,port120,Barranquilla,2,1,0,2824,0,0,0,0,0,0,2824,0,0,0
2021-02-16,port120,Barranquilla,4,1,26570,51333,25760,810,0,0,0,51333,0,0,0,0
2021-02-17,port120,Barranquilla,3,1,1690,0,0,0,1690,0,0,0,0,0,0,0
2021-02-18,port120,Barranquilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-19,port120,Barranquilla,6,2,10961,14940,0,2515,4957,3488,0,0,646,1711,12582,0
2021-02-20,port120,Barranquilla,7,2,29541,37612,28565,976,0,0,0,31651,2328,3633,0,0
2021-02-21,port120,Barranquilla,1,1,371,0,0,371,0,0,0,0,0,0,0,0
2021-02-22,port120,Barranquilla,1,1,359,0,0,359,0,0,0,0,0,0,0,0
2021-02-23,port120,Barranquilla,3,1,4716,3733,0,776,0,3939,0,0,0,3733,0,0
2021-02-24,port120,Barranquilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-25,port120,Barranquilla,2,0,23439,2732,23439,0,0,0,0,2732,0,0,0,0
2021-02-26,port120,Barranquilla,7,2,61509,34360,57995,3351,162,0,0,34090,269,0,0,0
2021-02-27,port120,Barranquilla,4,1,4330,4678,0,976,0,3354,0,0,646,2122,1910,0
2021-02-28,port120,Barranquilla,1,1,0,367,0,0,0,0,0,0,367,0,0,0
2021-03-01,port120,Barranquilla,1,0,22858,0,22858,0,0,0,0,0,0,0,0,0
2021-03-02,port120,Barranquilla,4,2,358,5611,0,358,0,0,0,4449,1161,0,0,0
2021-03-03,port120,Barranquilla,1,1,827,0,0,827,0,0,0,0,0,0,0,0
2021-03-04,port120,Barranquilla,1,0,40391,0,40391,0,0,0,0,0,0,0,0,0
2021-03-05,port120,Barranquilla,5,1,36972,44073,33227,3744,0,0,0,44073,0,0,0,0
2021-03-06,port120,Barranquilla,3,1,13068,991,0,0,0,13068,0,0,991,0,0,0
2021-03-07,port120,Barranquilla,5,1,43407,2340,32835,739,9832,0,0,0,0,2340,0,0
2021-03-08,port120,Barranquilla,3,0,1703,6419,0,0,1703,0,0,0,0,6419,0,0
2021-03-09,port120,Barranquilla,4,2,6401,19386,0,718,5682,0,0,19000,385,0,0,0
2021-03-10,port120,Barranquilla,4,0,13614,0,0,0,0,13614,0,0,0,0,0,0
2021-03-11,port120,Barranquilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-12,port120,Barranquilla,5,3,81649,646,73945,7703,0,0,0,0,646,0,0,0
2021-03-13,port120,Barranquilla,6,2,14684,42017,11934,1083,1665,0,0,40767,1250,0,0,0
2021-03-14,port120,Barranquilla,3,1,34831,6774,21383,0,0,13448,0,0,6774,0,0,0
2021-03-15,port120,Barranquilla,3,0,25366,20908,25366,0,0,0,0,20908,0,0,0,0
2021-03-16,port120,Barranquilla,6,2,6086,8670,0,976,5110,0,0,0,1194,7475,0,0
2021-03-17,port120,Barranquilla,1,0,32370,0,32370,0,0,0,0,0,0,0,0,0
2021-03-18,port120,Barranquilla,7,1,5840,62020,0,976,4864,0,0,58973,646,0,2401,0
2021-03-19,port120,Barranquilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-20,port120,Barranquilla,6,2,8142,1949,0,6186,1955,0,0,0,0,0,1949,0
2021-03-21,port120,Barranquilla,2,2,0,1747,0,0,0,0,0,0,1747,0,0,0
2021-03-22,port120,Barranquilla,4,0,3108,0,0,0,1216,1891,0,0,0,0,0,0
2021-03-23,port120,Barranquilla,3,2,17570,5441,11934,5635,0,0,0,5441,0,0,0,0
2021-03-24,port120,Barranquilla,1,0,7228,0,0,0,7228,0,0,0,0,0,0,0
2021-03-25,port120,Barranquilla,1,0,2654,1440,0,0,0,2654,0,0,0,0,1440,0
2021-03-26,port120,Barranquilla,6,1,81973,0,74808,3721,3443,0,0,0,0,0,0,0
2021-03-27,port120,Barranquilla,2,1,2654,2511,0,0,0,2654,0,0,1071,0,1440,0
2021-03-28,port120,Barranquilla,6,2,24129,16641,19836,976,1703,1613,0,0,1729,1711,13199,0
2021-03-29,port120,Barranquilla,1,1,358,0,0,358,0,0,0,0,0,0,0,0
2021-03-30,port120,Barranquilla,2,0,1641,926,0,0,1641,0,0,0,0,0,926,0
2021-03-31,port120,Barranquilla,5,1,53662,3952,50881,0,2781,0,0,0,1158,2794,0,0
2021-04-01,port120,Barranquilla,3,0,40530,7625,38826,0,1703,0,0,0,0,7625,0,0
2021-04-02,port120,Barranquilla,3,2,724,34707,0,724,0,0,0,30518,4188,0,0,0
2021-04-03,port120,Barranquilla,1,0,0,26856,0,0,0,0,0,26856,0,0,0,0
2021-04-04,port120,Barranquilla,2,1,34497,646,33520,976,0,0,0,0,646,0,0,0
2021-04-05,port120,Barranquilla,6,2,44137,5441,39237,4900,0,0,0,5441,0,0,0,0
2021-04-06,port120,Barranquilla,2,1,0,386,0,0,0,0,0,0,386,0,0,0
2021-04-07,port120,Barranquilla,1,0,11934,5441,11934,0,0,0,0,5441,0,0,0,0
2021-04-08,port120,Barranquilla,5,2,4757,26401,0,2242,0,2515,0,26401,0,0,0,0
2021-04-09,port120,Barranquilla,5,2,44702,0,35188,7909,1603,0,0,0,0,0,0,0
2021-04-10,port120,Barranquilla,4,2,21346,2311,0,976,0,20370,0,0,2311,0,0,0
2021-04-11,port120,Barranquilla,2,1,1849,28975,0,1849,0,0,0,28975,0,0,0,0
2021-04-12,port120,Barranquilla,2,1,2884,0,0,2884,0,0,0,0,0,0,0,0
2021-04-13,port120,Barranquilla,3,1,1670,0,0,1670,0,0,0,0,0,0,0,0
2021-04-14,port120,Barranquilla,1,1,976,646,0,976,0,0,0,0,646,0,0,0
2021-04-15,port120,Barranquilla,1,0,0,163,0,0,0,0,0,0,0,163,0,0
2021-04-16,port120,Barranquilla,8,1,18940,12065,0,5592,10649,2698,0,0,0,0,12065,0
2021-04-17,port120,Barranquilla,6,3,48798,16532,47822,976,0,0,0,0,2421,0,14111,0
2021-04-18,port120,Barranquilla,1,1,976,646,0,976,0,0,0,0,646,0,0,0
2021-04-19,port120,Barranquilla,3,1,0,3868,0,0,0,0,0,0,3541,326,0,0
2021-04-20,port120,Barranquilla,4,1,4027,28971,0,774,3253,0,0,28434,0,0,537,0
2021-04-21,port120,Barranquilla,5,0,45325,16791,30971,0,14354,0,0,16791,0,0,0,0
2021-04-22,port120,Barranquilla,2,1,4429,1910,0,1075,0,3354,0,0,0,0,1910,0
2021-04-23,port120,Barranquilla,5,2,7562,7276,6745,816,0,0,0,0,2719,4557,0,0
2021-04-24,port120,Barranquilla,1,0,3829,0,3829,0,0,0,0,0,0,0,0,0
2021-04-25,port120,Barranquilla,2,1,1659,1859,0,0,1659,0,0,0,1859,0,0,0
2021-04-26,port120,Barranquilla,4,1,31749,3602,25681,6067,0,0,0,3602,0,0,0,0
2021-04-27,port120,Barranquilla,2,1,0,14054,0,0,0,0,0,0,775,0,13279,0
2021-04-28,port120,Barranquilla,5,0,67913,30935,66483,0,1430,0,0,30935,0,0,0,0
2021-04-29,port120,Barranquilla,4,1,35949,3701,35709,240,0,0,0,0,0,0,3701,0
2021-04-30,port120,Barranquilla,2,1,5635,1440,0,2981,0,2654,0,0,0,0,1440,0
2021-05-01,port120,Barranquilla,2,0,0,536,0,0,0,0,0,0,0,0,536,0
2021-05-02,port120,Barranquilla,2,2,0,992,0,0,0,0,0,0,992,0,0,0
2021-05-03,port120,Barranquilla,1,1,0,2467,0,0,0,0,0,0,2467,0,0,0
2021-05-04,port120,Barranquilla,3,2,2978,0,0,2978,0,0,0,0,0,0,0,0
2021-05-05,port120,Barranquilla,1,0,0,28062,0,0,0,0,0,28062,0,0,0,0
2021-05-06,port120,Barranquilla,5,0,6164,4515,6164,0,0,0,0,0,0,4515,0,0
2021-05-07,port120,Barranquilla,3,2,36830,1194,30457,6373,0,0,0,0,1194,0,0,0
2021-05-08,port120,Barranquilla,2,0,19890,0,6373,0,0,13517,0,0,0,0,0,0
2021-05-09,port120,Barranquilla,1,1,371,0,0,371,0,0,0,0,0,0,0,0
2021-05-10,port120,Barranquilla,4,1,3154,28193,0,500,0,2654,0,26753,0,0,1440,0
2021-05-11,port120,Barranquilla,3,1,10180,0,0,2824,7355,0,0,0,0,0,0,0
2021-05-12,port120,Barranquilla,4,1,31993,0,29810,2182,0,0,0,0,0,0,0,0
2021-05-13,port120,Barranquilla,3,0,32134,0,32134,0,0,0,0,0,0,0,0,0
2021-05-14,port120,Barranquilla,4,3,30280,3480,29304,976,0,0,0,0,3480,0,0,0
2021-05-15,port120,Barranquilla,1,0,29767,0,29767,0,0,0,0,0,0,0,0,0
2021-05-16,port120,Barranquilla,2,2,0,2717,0,0,0,0,0,0,2717,0,0,0
2021-05-17,port120,Barranquilla,4,1,1525,1271,0,723,0,802,0,0,0,1271,0,0
2021-05-18,port120,Barranquilla,5,1,14929,27849,0,4174,10755,0,0,27849,0,0,0,0
2021-05-19,port120,Barranquilla,5,2,33613,1004,32637,976,0,0,0,0,646,357,0,0
2021-05-20,port120,Barranquilla,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-21,port120,Barranquilla,3,1,42880,0,33901,5180,3797,0,0,0,0,0,0,0
2021-05-22,port120,Barranquilla,2,1,35575,646,34598,976,0,0,0,0,646,0,0,0
2021-05-23,port120,Barranquilla,2,1,3784,0,0,3784,0,0,0,0,0,0,0,0
2021-05-24,port120,Barranquilla,4,0,38079,1093,33741,0,0,4338,0,1093,0,0,0,0
2021-05-25,port120,Barranquilla,4,2,18371,26732,16699,1671,0,0,0,24264,2467,0,0,0
2021-05-26,port120,Barranquilla,4,1,387,1469,0,387,0,0,0,1469,0,0,0,0
2021-05-27,port120,Barranquilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-28,port120,Barranquilla,4,1,2623,2231,0,2623,0,0,0,0,0,2231,0,0
2021-05-29,port120,Barranquilla,1,0,0,2403,0,0,0,0,0,0,0,2403,0,0
2021-05-30,port120,Barranquilla,6,2,7604,27245,0,0,7604,0,0,20953,4936,231,1123,0
2021-05-31,port120,Barranquilla,3,0,33209,0,28139,0,5070,0,0,0,0,0,0,0
2021-06-01,port120,Barranquilla,3,2,2662,1723,0,976,1685,0,0,0,1723,0,0,0
2021-06-02,port120,Barranquilla,6,2,9756,30823,3762,1500,3416,1076,0,30823,0,0,0,0
2021-06-03,port120,Barranquilla,3,0,0,40652,0,0,0,0,0,35142,0,5509,0,0
2021-06-04,port120,Barranquilla,3,1,5470,0,0,4482,0,987,0,0,0,0,0,0
2021-06-05,port120,Barranquilla,4,2,23846,2222,23846,0,0,0,0,0,2222,0,0,0
2021-06-06,port120,Barranquilla,2,1,24923,4821,24923,0,0,0,0,0,4821,0,0,0
2021-06-07,port120,Barranquilla,3,0,26840,31941,26840,0,0,0,0,31941,0,0,0,0
2021-06-08,port120,Barranquilla,7,1,34973,64881,32276,0,0,2696,0,63806,1074,0,0,0
2021-06-09,port120,Barranquilla,2,1,29596,646,28619,976,0,0,0,0,646,0,0,0
2021-06-10,port120,Barranquilla,3,1,24885,2357,22205,976,1703,0,0,0,646,1711,0,0
2021-06-11,port120,Barranquilla,3,2,4827,1167,0,4827,0,0,0,0,1167,0,0,0
2021-06-12,port120,Barranquilla,2,1,2654,2217,0,0,0,2654,0,0,777,0,1440,0
2021-06-13,port120,Barranquilla,3,2,2367,11733,0,2367,0,0,0,0,0,0,11733,0
2021-06-14,port120,Barranquilla,3,0,32798,1440,30143,0,0,2654,0,0,0,0,1440,0
2021-06-15,port120,Barranquilla,6,2,24642,30016,20883,2055,1703,0,0,27658,646,1711,0,0
2021-06-16,port120,Barranquilla,1,0,0,3844,0,0,0,0,0,0,0,3844,0,0
2021-06-17,port120,Barranquilla,4,1,44878,1310,32880,0,0,11998,0,0,0,0,1310,0
2021-06-18,port120,Barranquilla,2,1,7314,0,3588,3726,0,0,0,0,0,0,0,0
2021-06-19,port120,Barranquilla,6,1,32558,1947,30854,0,1703,0,0,0,235,1711,0,0
2021-06-20,port120,Barranquilla,5,2,2950,4227,0,976,1703,271,0,0,2515,1711,0,0
2021-06-21,port120,Barranquilla,2,0,0,8005,0,0,0,0,0,5404,0,0,2601,0
2021-06-22,port120,Barranquilla,3,1,24475,0,24475,0,0,0,0,0,0,0,0,0
2021-06-23,port120,Barranquilla,1,0,25934,0,25934,0,0,0,0,0,0,0,0,0
2021-06-24,port120,Barranquilla,1,0,1882,0,0,0,0,1882,0,0,0,0,0,0
2021-06-25,port120,Barranquilla,4,1,976,646,0,976,0,0,0,0,646,0,0,0
2021-06-26,port120,Barranquilla,2,0,15754,0,15754,0,0,0,0,0,0,0,0,0
2021-06-27,port120,Barranquilla,5,2,14282,2207,0,2588,11693,0,0,0,495,1711,0,0
2021-06-28,port120,Barranquilla,3,1,2839,9285,0,976,0,1863,0,8639,646,0,0,0
2021-06-29,port120,Barranquilla,3,2,781,23350,0,781,0,0,0,20883,2467,0,0,0
2021-06-30,port120,Barranquilla,4,1,14149,646,0,976,0,13173,0,0,646,0,0,0
2021-07-01,port120,Barranquilla,4,1,976,4188,0,976,0,0,0,572,646,2970,0,0
2021-07-02,port120,Barranquilla,4,2,22486,0,11538,10948,0,0,0,0,0,0,0,0
2021-07-03,port120,Barranquilla,3,1,4482,249,0,0,4482,0,0,0,249,0,0,0
2021-07-04,port120,Barranquilla,3,1,0,12587,0,0,0,0,0,12216,370,0,0,0
2021-07-05,port120,Barranquilla,1,1,0,325,0,0,0,0,0,0,325,0,0,0
2021-07-06,port120,Barranquilla,4,2,1714,3785,0,472,0,1241,0,960,2824,0,0,0
2021-07-07,port120,Barranquilla,1,1,3064,0,0,3064,0,0,0,0,0,0,0,0
2021-07-08,port120,Barranquilla,2,1,1920,2370,0,1920,0,0,0,0,0,2370,0,0
2021-07-09,port120,Barranquilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-10,port120,Barranquilla,2,1,1941,0,0,1941,0,0,0,0,0,0,0,0
2021-07-11,port120,Barranquilla,5,2,16716,7763,11934,2353,2429,0,0,5441,2322,0,0,0
2021-07-12,port120,Barranquilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-13,port120,Barranquilla,2,0,0,2545,0,0,0,0,0,0,0,2545,0,0
2021-07-14,port120,Barranquilla,2,1,976,2744,0,976,0,0,0,0,646,2098,0,0
2021-07-15,port120,Barranquilla,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-16,port120,Barranquilla,3,1,976,646,0,976,0,0,0,0,646,0,0,0
2021-07-17,port120,Barranquilla,4,1,42242,0,39192,3049,0,0,0,0,0,0,0,0
2021-07-18,port120,Barranquilla,3,2,24916,0,24916,0,0,0,0,0,0,0,0,0
2021-07-19,port120,Barranquilla,4,1,0,40578,0,0,0,0,0,32274,2467,0,5837,0
2021-07-20,port120,Barranquilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-21,port120,Barranquilla,3,2,1608,326,0,0,0,1608,0,0,326,0,0,0
2021-07-22,port120,Barranquilla,3,1,6898,0,3613,3284,0,0,0,0,0,0,0,0
2021-07-23,port120,Barranquilla,5,2,9936,3924,8960,976,0,0,0,0,2557,1367,0,0
2021-07-24,port120,Barranquilla,3,2,0,5078,0,0,0,0,0,0,5078,0,0,0
2021-07-25,port120,Barranquilla,2,1,3020,1440,0,365,0,2654,0,0,0,0,1440,0
2021-07-26,port120,Barranquilla,2,0,22332,0,20717,0,0,1614,0,0,0,0,0,0
2021-07-27,port120,Barranquilla,4,1,30893,6332,24832,0,6061,0,0,0,4620,1711,0,0
2021-07-28,port120,Barranquilla,6,0,7999,5837,0,0,5541,2457,0,0,0,0,5837,0
2021-07-29,port120,Barranquilla,4,3,2854,646,0,2854,0,0,0,0,646,0,0,0
2021-07-30,port120,Barranquilla,2,1,2317,0,0,2317,0,0,0,0,0,0,0,0
2021-07-31,port120,Barranquilla,3,1,28574,24606,28574,0,0,0,0,24279,326,0,0,0
2021-08-01,port120,Barranquilla,4,2,1471,1991,0,1471,0,0,0,0,1991,0,0,0
2021-08-02,port120,Barranquilla,3,0,0,5195,0,0,0,0,0,0,0,5195,0,0
2021-08-03,port120,Barranquilla,4,2,2371,476,0,0,2371,0,0,0,476,0,0,0
2021-08-04,port120,Barranquilla,3,0,10409,0,0,0,0,10409,0,0,0,0,0,0
2021-08-05,port120,Barranquilla,6,2,18788,2751,14062,0,2811,1914,0,0,2751,0,0,0
2021-08-06,port120,Barranquilla,4,1,19202,13671,17348,1854,0,0,0,0,0,907,12764,0
2021-08-07,port120,Barranquilla,3,1,2144,1820,0,0,0,2144,0,0,1820,0,0,0
2021-08-08,port120,Barranquilla,2,1,370,0,0,370,0,0,0,0,0,0,0,0
2021-08-09,port120,Barranquilla,3,0,0,28935,0,0,0,0,0,28935,0,0,0,0
2021-08-10,port120,Barranquilla,3,2,1364,24474,0,1364,0,0,0,23587,887,0,0,0
2021-08-11,port120,Barranquilla,4,1,63435,0,57943,389,5102,0,0,0,0,0,0,0
2021-08-12,port120,Barranquilla,2,1,28307,3785,28307,0,0,0,0,0,3785,0,0,0
2021-08-13,port120,Barranquilla,3,1,34354,7291,27951,6402,0,0,0,0,0,0,7291,0
2021-08-14,port120,Barranquilla,2,1,2144,952,0,0,0,2144,0,0,952,0,0,0
2021-08-15,port120,Barranquilla,4,1,25213,1440,22187,371,0,2654,0,0,0,0,1440,0
2021-08-16,port120,Barranquilla,3,1,0,1077,0,0,0,0,0,0,1077,0,0,0
2021-08-17,port120,Barranquilla,2,0,1216,22097,0,0,1216,0,0,22097,0,0,0,0
2021-08-18,port120,Barranquilla,1,1,0,382,0,0,0,0,0,0,382,0,0,0
2021-08-19,port120,Barranquilla,2,1,1230,0,0,1230,0,0,0,0,0,0,0,0
2021-08-20,port120,Barranquilla,4,1,3630,5716,0,976,0,2654,0,0,646,3630,1440,0
2021-08-21,port120,Barranquilla,2,0,5683,1177,0,0,5683,0,0,0,0,1177,0,0
2021-08-22,port120,Barranquilla,2,2,0,737,0,0,0,0,0,0,737,0,0,0
2021-08-23,port120,Barranquilla,2,1,0,3541,0,0,0,0,0,0,3541,0,0,0
2021-08-24,port120,Barranquilla,2,1,976,2792,0,976,0,0,0,0,646,2146,0,0
2021-08-25,port120,Barranquilla,3,0,936,5339,0,0,0,936,0,5339,0,0,0,0
2021-08-26,port120,Barranquilla,4,0,0,2340,0,0,0,0,0,0,0,2340,0,0
2021-08-27,port120,Barranquilla,2,1,2353,0,0,2353,0,0,0,0,0,0,0,0
2021-08-28,port120,Barranquilla,5,1,2423,1005,2423,0,0,0,0,1005,0,0,0,0
2021-08-29,port120,Barranquilla,9,2,23489,43565,11934,367,0,11188,0,34778,1247,7539,0,0
2021-08-30,port120,Barranquilla,4,1,11934,25276,11934,0,0,0,0,5441,3162,3633,13039,0
2021-08-31,port120,Barranquilla,6,2,29237,0,28457,780,0,0,0,0,0,0,0,0
2021-09-01,port120,Barranquilla,6,1,2642,8535,0,976,1665,0,0,1635,646,0,6254,0
2021-09-02,port120,Barranquilla,4,1,6490,19930,5751,739,0,0,0,19930,0,0,0,0
2021-09-03,port120,Barranquilla,3,1,7280,4907,0,2712,0,4568,0,4907,0,0,0,0
2021-09-04,port120,Barranquilla,6,1,31685,10882,29890,720,0,1074,0,10882,0,0,0,0
2021-09-05,port120,Barranquilla,2,1,12936,646,11960,976,0,0,0,0,646,0,0,0
2021-09-06,port120,Barranquilla,1,1,0,4260,0,0,0,0,0,0,4260,0,0,0
2021-09-07,port120,Barranquilla,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-08,port120,Barranquilla,4,1,692,3364,0,474,217,0,0,0,0,3364,0,0
2021-09-09,port120,Barranquilla,7,2,25062,6861,13736,976,10349,0,0,5441,1419,0,0,0
2021-09-10,port120,Barranquilla,2,1,3701,0,0,3701,0,0,0,0,0,0,0,0
2021-09-11,port120,Barranquilla,4,1,0,896,0,0,0,0,0,0,521,0,374,0
2021-09-12,port120,Barranquilla,1,1,0,539,0,0,0,0,0,0,539,0,0,0
2021-09-13,port120,Barranquilla,3,1,13304,7665,11934,0,0,1369,0,5441,2223,0,0,0
2021-09-14,port120,Barranquilla,5,2,7027,7766,3364,3663,0,0,0,4583,3182,0,0,0
2021-09-15,port120,Barranquilla,4,2,5193,764,0,1802,3391,0,0,0,764,0,0,0
2021-09-16,port120,Barranquilla,3,0,6401,0,0,0,4357,2043,0,0,0,0,0,0
2021-09-17,port120,Barranquilla,3,1,4807,0,0,4807,0,0,0,0,0,0,0,0
2021-09-18,port120,Barranquilla,2,0,1115,1038,0,0,0,1115,0,0,0,1038,0,0
2021-09-19,port120,Barranquilla,5,1,11934,9082,11934,0,0,0,0,5441,989,2651,0,0
2021-09-20,port120,Barranquilla,3,1,0,31839,0,0,0,0,0,26120,3695,0,2023,0
2021-09-21,port120,Barranquilla,3,1,0,7052,0,0,0,0,0,0,4620,2432,0,0
2021-09-22,port120,Barranquilla,2,0,0,19272,0,0,0,0,0,19272,0,0,0,0
2021-09-23,port120,Barranquilla,6,2,33885,8454,30910,1687,1288,0,0,0,770,7684,0,0
2021-09-24,port120,Barranquilla,4,2,6308,519,0,3360,2948,0,0,0,519,0,0,0
2021-09-25,port120,Barranquilla,2,0,0,13118,0,0,0,0,0,0,0,13118,0,0
2021-09-26,port120,Barranquilla,4,2,991,20968,0,991,0,0,0,18600,0,2368,0,0
2021-09-27,port120,Barranquilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-28,port120,Barranquilla,2,1,0,8129,0,0,0,0,0,0,2467,5662,0,0
2021-09-29,port120,Barranquilla,4,1,497,22940,0,497,0,0,0,20698,0,2241,0,0
2021-09-30,port120,Barranquilla,2,2,3010,0,0,3010,0,0,0,0,0,0,0,0
2021-10-01,port120,Barranquilla,1,1,1486,0,0,1486,0,0,0,0,0,0,0,0
2021-10-02,port120,Barranquilla,2,2,0,2691,0,0,0,0,0,0,2691,0,0,0
2021-10-03,port120,Barranquilla,1,1,976,646,0,976,0,0,0,0,646,0,0,0
2021-10-04,port120,Barranquilla,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-05,port120,Barranquilla,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-06,port120,Barranquilla,3,0,34585,0,25343,0,0,9242,0,0,0,0,0,0
2021-10-07,port120,Barranquilla,1,0,0,3925,0,0,0,0,0,0,0,3925,0,0
2021-10-08,port120,Barranquilla,7,2,14914,8499,0,1868,13046,0,0,0,0,8499,0,0
2021-10-09,port120,Barranquilla,3,1,29831,646,28855,976,0,0,0,0,646,0,0,0
2021-10-10,port120,Barranquilla,6,2,976,29925,0,976,0,0,0,23911,2860,3153,0,0
2021-10-11,port120,Barranquilla,2,1,726,484,0,726,0,0,0,484,0,0,0,0
2021-10-12,port120,Barranquilla,2,0,32865,0,32865,0,0,0,0,0,0,0,0,0
2021-10-13,port120,Barranquilla,3,2,3024,2189,0,3024,0,0,0,0,646,0,1543,0
2021-10-14,port120,Barranquilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-15,port120,Barranquilla,3,0,0,26271,0,0,0,0,0,21288,0,4982,0,0
2021-10-16,port120,Barranquilla,5,2,39407,23500,22210,2577,0,14619,0,23027,473,0,0,0
2021-10-17,port120,Barranquilla,4,2,1929,2094,0,0,0,1929,0,0,2094,0,0,0
2021-10-18,port120,Barranquilla,4,0,1703,4160,0,0,1703,0,0,0,0,4160,0,0
2021-10-19,port120,Barranquilla,3,1,27733,0,23370,4363,0,0,0,0,0,0,0,0
2021-10-20,port120,Barranquilla,7,2,37171,12608,36185,986,0,0,0,12223,385,0,0,0
2021-10-21,port120,Barranquilla,4,1,30360,0,17072,963,0,12324,0,0,0,0,0,0
2021-10-22,port120,Barranquilla,1,1,5631,0,0,5631,0,0,0,0,0,0,0,0
2021-10-23,port120,Barranquilla,3,1,14983,0,0,2564,0,12418,0,0,0,0,0,0
2021-10-24,port120,Barranquilla,5,2,7757,8135,0,0,1952,5805,0,4931,3203,0,0,0
2021-10-25,port120,Barranquilla,3,1,56368,646,23998,976,0,31394,0,0,646,0,0,0
2021-10-26,port120,Barranquilla,3,0,22706,4865,22706,0,0,0,0,0,0,4865,0,0
2021-10-27,port120,Barranquilla,6,1,75717,0,73887,1829,0,0,0,0,0,0,0,0
2021-10-28,port120,Barranquilla,2,2,976,2949,0,976,0,0,0,0,2949,0,0,0
2021-10-29,port120,Barranquilla,5,1,14557,20863,13079,1478,0,0,0,20863,0,0,0,0
2021-10-30,port120,Barranquilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-31,port120,Barranquilla,2,2,0,1722,0,0,0,0,0,0,1722,0,0,0
2021-11-01,port120,Barranquilla,4,2,0,26776,0,0,0,0,0,21340,5249,0,186,0
2021-11-02,port120,Barranquilla,2,0,24439,0,22835,0,1603,0,0,0,0,0,0,0
2021-11-03,port120,Barranquilla,3,0,3406,30282,0,0,3406,0,0,26859,0,3423,0,0
2021-11-04,port120,Barranquilla,3,1,27885,7695,27885,0,0,0,0,0,2702,4992,0,0
2021-11-05,port120,Barranquilla,6,2,74244,7542,68699,5545,0,0,0,5441,0,2101,0,0
2021-11-06,port120,Barranquilla,4,1,16522,30382,15546,976,0,0,0,29736,646,0,0,0
2021-11-07,port120,Barranquilla,5,2,35652,61913,31493,4159,0,0,0,61913,0,0,0,0
